date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2025-12-31,2026,Mikal Bridges,NY,SA,ast,4,MISSED,3,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Deni Avdija,POR,OKC,ast,6,HIT,7,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Jalen Johnson,ATL,MIN,ast,8,MISSED,6,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Desmond Bane,ORL,IND,reb,4,HIT,7,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Dyson Daniels,ATL,MIN,pts,10,HIT,11,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Dyson Daniels,ATL,MIN,reb,6,HIT,8,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Stephen Curry,GS,CHA,ast,4,HIT,4,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Josh Hart,NY,SA,pts,10,,,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Jaden McDaniels,MIN,ATL,ast,2,HIT,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Jaden McDaniels,MIN,ATL,3pt,1,HIT,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Toumani Camara,POR,OKC,3pt,2,HIT,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Andrew Nembhard,IND,ORL,reb,2,HIT,4,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Donte DiVincenzo,MIN,ATL,reb,4,MISSED,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Donte DiVincenzo,MIN,ATL,ast,4,HIT,7,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Donte DiVincenzo,MIN,ATL,3pt,3,MISSED,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Immanuel Quickley,TOR,DEN,reb,4,MISSED,3,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Darius Garland,CLE,PHX,pts,15,HIT,19,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Darius Garland,CLE,PHX,ast,6,HIT,6,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Rudy Gobert,MIN,ATL,reb,10,HIT,11,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Shaedon Sharpe,POR,OKC,pts,20,MISSED,14,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Shaedon Sharpe,POR,OKC,ast,2,MISSED,1,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Shaedon Sharpe,POR,OKC,3pt,2,MISSED,0,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Devin Vassell,SA,NY,reb,4,,,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Tim Hardaway Jr.,DEN,TOR,reb,2,HIT,5,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Stephon Castle,SA,NY,3pt,1,MISSED,0,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Dillon Brooks,PHX,CLE,3pt,2,HIT,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Naz Reid,MIN,ATL,reb,6,HIT,7,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Naz Reid,MIN,ATL,3pt,2,MISSED,0,,targets_snapshot_2025-12-31.json
2025-12-31,2026,RJ Barrett,TOR,DEN,ast,4,MISSED,3,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Donovan Clingan,POR,OKC,reb,10,MISSED,5,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Jalen Suggs,ORL,IND,ast,4,MISSED,3,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Jalen Suggs,ORL,IND,3pt,2,MISSED,1,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Kyle Kuzma,MIL,WSH,reb,4,HIT,5,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Ryan Rollins,MIL,WSH,3pt,2,HIT,4,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Chet Holmgren,OKC,POR,3pt,1,HIT,1,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Alex Sarr,WSH,MIL,3pt,1,HIT,1,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Ayo Dosunmu,CHI,NO,reb,2,HIT,4,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Victor Wembanyama,SA,NY,3pt,1,HIT,2,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Ajay Mitchell,OKC,POR,3pt,1,HIT,1,,targets_snapshot_2025-12-31.json
2025-12-31,2026,Keldon Johnson,SA,NY,3pt,1,MISSED,0,,targets_snapshot_2025-12-31.json
2025-12-31,2026,T.J. McConnell,IND,ORL,ast,4,HIT,8,,targets_snapshot_2025-12-31.json
