date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2025-12-28,2026,Deni Avdija,POR,BOS,ast,6,HIT,10,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Kawhi Leonard,LAC,DET,reb,6,HIT,11,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Jaylen Brown,BOS,POR,pts,30,HIT,37,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Jaylen Brown,BOS,POR,ast,4,HIT,4,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Jaylen Brown,BOS,POR,3pt,2,HIT,2,,targets_snapshot_2025-12-28.json
2025-12-28,2026,DeMar DeRozan,SAC,LAL,reb,4,HIT,4,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Derrick White,BOS,POR,reb,4,HIT,5,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Derrick White,BOS,POR,3pt,3,MISSED,2,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Payton Pritchard,BOS,POR,reb,4,HIT,5,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Stephen Curry,GS,TOR,ast,4,HIT,4,,targets_snapshot_2025-12-28.json
2025-12-28,2026,VJ Edgecombe,PHI,OKC,3pt,2,HIT,2,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Shaedon Sharpe,POR,BOS,pts,20,HIT,26,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Shaedon Sharpe,POR,BOS,ast,2,MISSED,1,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Shaedon Sharpe,POR,BOS,3pt,2,HIT,5,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Santi Aldama,MEM,WSH,reb,6,HIT,10,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Santi Aldama,MEM,WSH,ast,2,HIT,3,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Deandre Ayton,LAL,SAC,reb,8,HIT,11,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Jaylen Wells,MEM,WSH,pts,10,HIT,11,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Cam Spencer,MEM,WSH,pts,10,MISSED,8,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Cam Spencer,MEM,WSH,reb,2,HIT,3,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Cam Spencer,MEM,WSH,ast,4,HIT,7,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Maxime Raynaud,SAC,LAL,pts,10,HIT,16,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Maxime Raynaud,SAC,LAL,reb,6,HIT,10,,targets_snapshot_2025-12-28.json
2025-12-28,2026,RJ Barrett,TOR,GS,ast,4,HIT,4,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Donovan Clingan,POR,BOS,reb,10,HIT,18,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Alex Sarr,WSH,MEM,3pt,1,HIT,1,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Chet Holmgren,OKC,PHI,3pt,1,HIT,2,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Cedric Coward,MEM,WSH,ast,2,HIT,3,,targets_snapshot_2025-12-28.json
2025-12-28,2026,Ajay Mitchell,OKC,PHI,3pt,1,HIT,2,,targets_snapshot_2025-12-28.json
