date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-03-29,2026,Jabari Smith Jr.,HOU,NO,3pt,2,HIT,4,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Jalen Brunson,NY,OKC,ast,6,MISSED,5,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Paolo Banchero,ORL,TOR,3pt,1,MISSED,0,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Nikola Jokic,DEN,GS,reb,12,HIT,15,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Nikola Jokic,DEN,GS,ast,10,MISSED,8,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Kevin Durant,HOU,NO,3pt,2,MISSED,1,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Trey Murphy III,NO,HOU,3pt,3,,,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Jaylen Brown,BOS,CHA,reb,6,,,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Jaylen Brown,BOS,CHA,ast,4,,,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Maxime Raynaud,SAC,BKN,pts,10,HIT,13,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Saddiq Bey,NO,HOU,pts,15,HIT,18,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Saddiq Bey,NO,HOU,ast,2,MISSED,1,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Brandon Miller,CHA,BOS,3pt,3,HIT,3,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Cameron Johnson,DEN,GS,pts,10,MISSED,6,,targets_snapshot_2026-03-29.json
2026-03-29,2026,Cameron Johnson,DEN,GS,3pt,2,HIT,2,,targets_snapshot_2026-03-29.json
