date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-04-10,2026,Jamal Murray,DEN,OKC,3pt,3,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Nikola Jokic,DEN,OKC,reb,12,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Nikola Jokic,DEN,OKC,ast,10,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Nickeil Alexander-Walker,ATL,CLE,3pt,3,HIT,3,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Kevin Durant,HOU,MIN,ast,4,HIT,7,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Bam Adebayo,MIA,WSH,reb,10,HIT,11,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Jabari Smith Jr.,HOU,MIN,pts,15,HIT,16,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Jabari Smith Jr.,HOU,MIN,3pt,2,HIT,2,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Cooper Flagg,DAL,SA,reb,6,HIT,6,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Devin Booker,PHX,LAL,ast,6,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Devin Booker,PHX,LAL,3pt,2,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,LeBron James,LAL,PHX,reb,6,HIT,6,,targets_snapshot_2026-04-10.json
2026-04-10,2026,LeBron James,LAL,PHX,ast,8,HIT,12,,targets_snapshot_2026-04-10.json
2026-04-10,2026,LeBron James,LAL,PHX,3pt,1,HIT,2,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Anthony Davis,DAL,SA,ast,2,,,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Kawhi Leonard,LAC,POR,reb,6,HIT,8,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Ayo Dosunmu,MIN,HOU,pts,15,HIT,15,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Ayo Dosunmu,MIN,HOU,reb,4,MISSED,0,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Ace Bailey,UTAH,MEM,reb,4,HIT,10,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Ace Bailey,UTAH,MEM,ast,2,HIT,2,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Payton Pritchard,BOS,NO,pts,15,HIT,21,,targets_snapshot_2026-04-10.json
2026-04-10,2026,Jalen Duren,DET,CHA,ast,2,HIT,4,,targets_snapshot_2026-04-10.json
