date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-03-27,2026,Austin Reaves,LAL,BKN,3pt,2,HIT,4,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Luka Doncic,LAL,BKN,3pt,4,HIT,5,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Nikola Jokic,DEN,UTAH,reb,12,HIT,15,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Nikola Jokic,DEN,UTAH,ast,10,HIT,12,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Jalen Johnson,ATL,BOS,ast,8,MISSED,6,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Jalen Johnson,ATL,BOS,3pt,2,HIT,5,,targets_snapshot_2026-03-27.json
2026-03-27,2026,James Harden,CLE,MIA,reb,4,HIT,5,,targets_snapshot_2026-03-27.json
2026-03-27,2026,James Harden,CLE,MIA,3pt,3,MISSED,2,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Trey Murphy III,NO,TOR,3pt,3,,,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Jaylen Brown,BOS,ATL,reb,6,,,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Jaylen Brown,BOS,ATL,ast,4,,,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Cooper Flagg,DAL,POR,reb,6,MISSED,3,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Cooper Flagg,DAL,POR,ast,4,MISSED,2,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Anthony Davis,DAL,POR,ast,2,,,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Dyson Daniels,ATL,BOS,pts,10,MISSED,6,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Dyson Daniels,ATL,BOS,reb,6,HIT,6,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Saddiq Bey,NO,TOR,pts,15,HIT,19,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Saddiq Bey,NO,TOR,ast,2,HIT,2,,targets_snapshot_2026-03-27.json
2026-03-27,2026,Evan Mobley,CLE,MIA,reb,8,HIT,10,,targets_snapshot_2026-03-27.json
