date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-03-06,2026,Kevin Durant,HOU,POR,3pt,2,MISSED,0,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Trey Murphy III,NO,PHX,ast,4,HIT,4,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Trey Murphy III,NO,PHX,3pt,3,HIT,4,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Saddiq Bey,NO,PHX,pts,15,HIT,19,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Saddiq Bey,NO,PHX,3pt,2,MISSED,1,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Anthony Davis,DAL,BOS,ast,2,,,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Toumani Camara,POR,HOU,ast,2,HIT,2,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Tari Eason,HOU,POR,ast,2,MISSED,0,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Grayson Allen,PHX,NO,ast,4,HIT,8,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Grayson Allen,PHX,NO,3pt,3,MISSED,2,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Kon Knueppel,CHA,MIA,3pt,3,HIT,6,,targets_snapshot_2026-03-06.json
2026-03-06,2026,Jrue Holiday,POR,HOU,3pt,2,HIT,2,,targets_snapshot_2026-03-06.json
