date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2025-12-29,2026,Deni Avdija,POR,DAL,ast,6,HIT,11,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Mikal Bridges,NY,NO,ast,4,HIT,10,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Kevin Durant,HOU,IND,reb,4,HIT,6,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Kevin Durant,HOU,IND,3pt,2,HIT,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Jabari Smith Jr.,HOU,IND,pts,15,HIT,21,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Jabari Smith Jr.,HOU,IND,ast,2,HIT,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Jabari Smith Jr.,HOU,IND,3pt,2,HIT,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Brandon Ingram,TOR,ORL,pts,20,MISSED,17,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Dyson Daniels,ATL,OKC,pts,10,HIT,13,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Stephen Curry,GS,BKN,ast,4,HIT,5,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Jaden McDaniels,MIN,CHI,ast,2,HIT,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Immanuel Quickley,TOR,ORL,reb,4,HIT,5,,targets_snapshot_2025-12-29.json
2025-12-29,2026,P.J. Washington,DAL,POR,3pt,1,HIT,1,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Josh Hart,NY,NO,pts,10,,,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Andrew Nembhard,IND,HOU,reb,2,MISSED,1,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Andrew Nembhard,IND,HOU,ast,6,MISSED,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Michael Porter Jr.,BKN,GS,3pt,4,HIT,5,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Norman Powell,MIA,DEN,ast,2,HIT,4,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Donte DiVincenzo,MIN,CHI,reb,4,HIT,6,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Donte DiVincenzo,MIN,CHI,ast,4,MISSED,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Shaedon Sharpe,POR,DAL,pts,20,HIT,24,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Shaedon Sharpe,POR,DAL,ast,2,HIT,5,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Shaedon Sharpe,POR,DAL,3pt,2,HIT,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Andrew Wiggins,MIA,DEN,ast,2,HIT,6,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Tim Hardaway Jr.,DEN,MIA,reb,2,HIT,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Devin Vassell,SA,CLE,reb,4,HIT,4,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Devin Vassell,SA,CLE,ast,2,MISSED,0,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Dillon Brooks,PHX,WSH,3pt,2,HIT,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Anthony Davis,DAL,POR,ast,2,,,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Naz Reid,MIN,CHI,reb,6,HIT,7,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Naz Reid,MIN,CHI,3pt,2,HIT,6,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Donovan Clingan,POR,DAL,reb,10,HIT,11,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Stephon Castle,SA,CLE,3pt,1,MISSED,0,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Derik Queen,NO,NY,reb,6,HIT,9,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Ryan Rollins,MIL,CHA,reb,4,MISSED,3,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Bobby Portis,MIL,CHA,reb,6,MISSED,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Kyle Kuzma,MIL,CHA,reb,4,HIT,5,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Chet Holmgren,OKC,ATL,3pt,1,HIT,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Alex Sarr,WSH,PHX,3pt,1,MISSED,0,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Reed Sheppard,HOU,IND,reb,2,MISSED,1,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Victor Wembanyama,SA,CLE,3pt,1,HIT,2,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Ayo Dosunmu,CHI,MIN,reb,2,HIT,6,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Jarrett Allen,CLE,SA,ast,2,MISSED,0,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Ajay Mitchell,OKC,ATL,3pt,1,MISSED,0,,targets_snapshot_2025-12-29.json
2025-12-29,2026,Keldon Johnson,SA,CLE,3pt,1,MISSED,0,,targets_snapshot_2025-12-29.json
