date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2025-12-30,2026,Kawhi Leonard,LAC,SAC,reb,6,MISSED,5,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Jaylen Brown,BOS,UTAH,pts,30,MISSED,23,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Jaylen Brown,BOS,UTAH,ast,4,HIT,10,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Jaylen Brown,BOS,UTAH,3pt,2,MISSED,1,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Lauri Markkanen,UTAH,BOS,reb,6,HIT,9,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Keyonte George,UTAH,BOS,reb,4,HIT,6,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Derrick White,BOS,UTAH,reb,4,HIT,7,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Derrick White,BOS,UTAH,3pt,3,MISSED,2,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Payton Pritchard,BOS,UTAH,reb,4,HIT,4,,targets_snapshot_2025-12-30.json
2025-12-30,2026,VJ Edgecombe,PHI,MEM,3pt,2,HIT,5,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Santi Aldama,MEM,PHI,reb,6,HIT,6,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Santi Aldama,MEM,PHI,ast,2,HIT,2,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Maxime Raynaud,SAC,LAC,pts,10,HIT,12,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Maxime Raynaud,SAC,LAC,reb,6,HIT,12,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Jaylen Wells,MEM,PHI,pts,10,HIT,14,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Cam Spencer,MEM,PHI,pts,10,MISSED,7,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Cam Spencer,MEM,PHI,reb,2,MISSED,1,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Cam Spencer,MEM,PHI,ast,4,HIT,5,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Deandre Ayton,LAL,DET,reb,8,MISSED,2,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Joel Embiid,PHI,MEM,reb,6,HIT,10,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Joel Embiid,PHI,MEM,ast,2,HIT,8,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Ace Bailey,UTAH,BOS,3pt,1,,,,targets_snapshot_2025-12-30.json
2025-12-30,2026,Cedric Coward,MEM,PHI,ast,2,HIT,4,,targets_snapshot_2025-12-30.json
