date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-01-02,2026,Deni Avdija,POR,NO,ast,6,HIT,11,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Jalen Johnson,ATL,NY,ast,8,HIT,11,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Keegan Murray,SAC,PHX,3pt,1,HIT,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Desmond Bane,ORL,CHI,reb,4,HIT,4,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Dyson Daniels,ATL,NY,pts,10,HIT,11,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Dyson Daniels,ATL,NY,reb,6,HIT,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,DeMar DeRozan,SAC,PHX,reb,4,MISSED,2,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Stephen Curry,GS,OKC,ast,4,,,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Jimmy Butler III,GS,OKC,ast,4,,,,targets_snapshot_2026-01-02.json
2026-01-02,2026,CJ McCollum,WSH,BKN,ast,4,MISSED,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Josh Hart,NY,ATL,pts,10,,,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Toumani Camara,POR,NO,ast,2,HIT,4,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Toumani Camara,POR,NO,3pt,2,HIT,4,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Santi Aldama,MEM,LAL,reb,6,HIT,7,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Santi Aldama,MEM,LAL,ast,2,HIT,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Andrew Nembhard,IND,SA,reb,2,HIT,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Maxime Raynaud,SAC,PHX,pts,10,MISSED,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Maxime Raynaud,SAC,PHX,reb,6,MISSED,5,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Kon Knueppel,CHA,MIL,3pt,4,MISSED,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Shaedon Sharpe,POR,NO,pts,20,HIT,23,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Shaedon Sharpe,POR,NO,ast,2,MISSED,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Shaedon Sharpe,POR,NO,3pt,2,MISSED,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Darius Garland,CLE,DEN,pts,15,HIT,18,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Darius Garland,CLE,DEN,ast,6,HIT,8,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Darius Garland,CLE,DEN,3pt,2,HIT,4,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Collin Gillespie,PHX,SAC,pts,15,HIT,15,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Collin Gillespie,PHX,SAC,reb,4,MISSED,2,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Tim Hardaway Jr.,DEN,CLE,reb,2,HIT,2,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Devin Vassell,SA,IND,reb,4,,,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Jaylen Wells,MEM,LAL,pts,10,MISSED,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Jaylen Wells,MEM,LAL,reb,4,MISSED,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Dillon Brooks,PHX,SAC,3pt,2,HIT,2,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Deandre Ayton,LAL,MEM,reb,8,MISSED,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Cam Spencer,MEM,LAL,pts,10,MISSED,5,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Cam Spencer,MEM,LAL,reb,2,HIT,2,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Cam Spencer,MEM,LAL,ast,4,HIT,5,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Kyle Kuzma,MIL,CHA,reb,4,HIT,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Ryan Rollins,MIL,CHA,3pt,2,HIT,6,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Chet Holmgren,OKC,GS,3pt,1,HIT,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Alex Sarr,WSH,BKN,3pt,1,HIT,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Cedric Coward,MEM,LAL,ast,2,HIT,5,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Ayo Dosunmu,CHI,ORL,reb,2,HIT,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Ajay Mitchell,OKC,GS,3pt,1,HIT,1,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Victor Wembanyama,SA,IND,3pt,1,,,,targets_snapshot_2026-01-02.json
2026-01-02,2026,Keldon Johnson,SA,IND,3pt,1,HIT,3,,targets_snapshot_2026-01-02.json
2026-01-02,2026,T.J. McConnell,IND,SA,ast,4,MISSED,3,,targets_snapshot_2026-01-02.json
