date,season_end_year,player_name,team_abbrev,opp_abbrev,stat,threshold,status,actual,reached,source
2026-03-13,2026,Jalen Brunson,NY,IND,ast,6,HIT,9,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Anthony Edwards,MIN,GS,3pt,3,HIT,4,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Brandon Ingram,TOR,PHX,ast,4,MISSED,3,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Toumani Camara,POR,UTAH,ast,2,HIT,3,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Anthony Davis,DAL,CLE,ast,2,,,,targets_snapshot_2026-03-13.json
2026-03-13,2026,James Harden,CLE,DAL,reb,4,HIT,7,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Jerami Grant,POR,UTAH,pts,20,MISSED,9,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Jerami Grant,POR,UTAH,3pt,2,HIT,2,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Cooper Flagg,DAL,CLE,ast,4,HIT,5,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Saddiq Bey,NO,HOU,pts,15,MISSED,5,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Ace Bailey,UTAH,POR,pts,10,MISSED,8,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Ace Bailey,UTAH,POR,reb,4,MISSED,1,,targets_snapshot_2026-03-13.json
2026-03-13,2026,RJ Barrett,TOR,PHX,reb,6,HIT,6,,targets_snapshot_2026-03-13.json
2026-03-13,2026,Jaden McDaniels,MIN,GS,ast,2,HIT,2,,targets_snapshot_2026-03-13.json
