season_end_year,player_id,player_name,last_game_date,last_team_abbrev,last_opp_abbrev,last_home_away,games_total_rows,games_played_rows,dnp_rows,ast_avg_season,ast_ge10_hits_10,ast_ge10_hits_20,ast_ge10_hits_5,ast_ge10_rate_10,ast_ge10_rate_20,ast_ge10_rate_5,ast_ge12_hits_10,ast_ge12_hits_20,ast_ge12_hits_5,ast_ge12_rate_10,ast_ge12_rate_20,ast_ge12_rate_5,ast_ge14_hits_10,ast_ge14_hits_20,ast_ge14_hits_5,ast_ge14_rate_10,ast_ge14_rate_20,ast_ge14_rate_5,ast_ge2_hits_10,ast_ge2_hits_20,ast_ge2_hits_5,ast_ge2_rate_10,ast_ge2_rate_20,ast_ge2_rate_5,ast_ge4_hits_10,ast_ge4_hits_20,ast_ge4_hits_5,ast_ge4_rate_10,ast_ge4_rate_20,ast_ge4_rate_5,ast_ge6_hits_10,ast_ge6_hits_20,ast_ge6_hits_5,ast_ge6_rate_10,ast_ge6_rate_20,ast_ge6_rate_5,ast_ge8_hits_10,ast_ge8_hits_20,ast_ge8_hits_5,ast_ge8_rate_10,ast_ge8_rate_20,ast_ge8_rate_5,ast_iqr_10,ast_landmine_10_10,ast_landmine_12_10,ast_landmine_14_10,ast_landmine_2_10,ast_landmine_4_10,ast_landmine_6_10,ast_landmine_8_10,ast_min_10,ast_min_20,ast_min_5,gp_10,gp_20,gp_5,last_ast,last_min,last_pts,last_reb,load_label_10,load_label_20,load_label_5,load_min_delta_10,load_min_delta_20,load_min_delta_5,load_pts_delta_10,load_pts_delta_20,load_pts_delta_5,load_score_10,load_score_20,load_score_5,min_avg_10,min_avg_20,min_avg_5,min_ge24_hits_10,min_ge24_hits_20,min_ge24_hits_5,min_ge24_rate_10,min_ge24_rate_20,min_ge24_rate_5,min_ge28_hits_10,min_ge28_hits_20,min_ge28_hits_5,min_ge28_rate_10,min_ge28_rate_20,min_ge28_rate_5,min_ge30_hits_10,min_ge30_hits_20,min_ge30_hits_5,min_ge30_rate_10,min_ge30_rate_20,min_ge30_rate_5,min_ge32_hits_10,min_ge32_hits_20,min_ge32_hits_5,min_ge32_rate_10,min_ge32_rate_20,min_ge32_rate_5,min_min_10,min_min_20,min_min_5,pts_avg_season,pts_ge10_hits_10,pts_ge10_hits_20,pts_ge10_hits_5,pts_ge10_rate_10,pts_ge10_rate_20,pts_ge10_rate_5,pts_ge15_hits_10,pts_ge15_hits_20,pts_ge15_hits_5,pts_ge15_rate_10,pts_ge15_rate_20,pts_ge15_rate_5,pts_ge20_hits_10,pts_ge20_hits_20,pts_ge20_hits_5,pts_ge20_rate_10,pts_ge20_rate_20,pts_ge20_rate_5,pts_ge25_hits_10,pts_ge25_hits_20,pts_ge25_hits_5,pts_ge25_rate_10,pts_ge25_rate_20,pts_ge25_rate_5,pts_ge30_hits_10,pts_ge30_hits_20,pts_ge30_hits_5,pts_ge30_rate_10,pts_ge30_rate_20,pts_ge30_rate_5,pts_ge35_hits_10,pts_ge35_hits_20,pts_ge35_hits_5,pts_ge35_rate_10,pts_ge35_rate_20,pts_ge35_rate_5,pts_iqr_10,pts_landmine_10_10,pts_landmine_15_10,pts_landmine_20_10,pts_landmine_25_10,pts_landmine_30_10,pts_landmine_35_10,pts_min_10,pts_min_20,pts_min_5,reb_avg_season,reb_ge10_hits_10,reb_ge10_hits_20,reb_ge10_hits_5,reb_ge10_rate_10,reb_ge10_rate_20,reb_ge10_rate_5,reb_ge12_hits_10,reb_ge12_hits_20,reb_ge12_hits_5,reb_ge12_rate_10,reb_ge12_rate_20,reb_ge12_rate_5,reb_ge14_hits_10,reb_ge14_hits_20,reb_ge14_hits_5,reb_ge14_rate_10,reb_ge14_rate_20,reb_ge14_rate_5,reb_ge2_hits_10,reb_ge2_hits_20,reb_ge2_hits_5,reb_ge2_rate_10,reb_ge2_rate_20,reb_ge2_rate_5,reb_ge4_hits_10,reb_ge4_hits_20,reb_ge4_hits_5,reb_ge4_rate_10,reb_ge4_rate_20,reb_ge4_rate_5,reb_ge6_hits_10,reb_ge6_hits_20,reb_ge6_hits_5,reb_ge6_rate_10,reb_ge6_rate_20,reb_ge6_rate_5,reb_ge8_hits_10,reb_ge8_hits_20,reb_ge8_hits_5,reb_ge8_rate_10,reb_ge8_rate_20,reb_ge8_rate_5,reb_iqr_10,reb_landmine_10_10,reb_landmine_12_10,reb_landmine_14_10,reb_landmine_2_10,reb_landmine_4_10,reb_landmine_6_10,reb_landmine_8_10,reb_min_10,reb_min_20,reb_min_5,season_avg_ast,season_avg_pts,season_avg_reb,share_ast_l20,share_ast_l5,share_ast_trend_pp,share_pts_l20,share_pts_l5,share_pts_trend_pp,share_reb_l20,share_reb_l5,share_reb_trend_pp,travel_last3
2026,3995,Jrue Holiday,2025-11-14,POR,HOU,A,24,12,12,8.25,3,4,2,0.3,0.3333333333333333,0.4,3,3,2,0.3,0.25,0.4,0,0,0,0.0,0.0,0.0,10,12,5,1.0,1.0,1.0,9,11,4,0.9,0.9166666666666666,0.8,9,11,4,0.9,0.9166666666666666,0.8,4,5,2,0.4,0.4166666666666667,0.4,5.0,0.0,0.0,0.2,0.0,0.1,0.0,0.2,3.0,3.0,3.0,10,12,5,6.0,29.0,13.0,4.0,Normal,Normal,Normal,0.5666666666666629,0.0,1.0666666666666629,0.7333333333333307,0.0,-0.06666666666666643,0.6166666666666633,0.0,0.726666666666664,33.9,33.333333333333336,34.4,10,12,5,1.0,1.0,1.0,10,12,5,1.0,1.0,1.0,9,10,4,0.9,0.8333333333333334,0.8,8,9,4,0.8,0.75,0.8,29.0,28.0,29.0,16.666666666666668,9,11,5,0.9,0.9166666666666666,1.0,6,6,3,0.6,0.5,0.6,4,4,1,0.4,0.3333333333333333,0.2,1,1,0,0.1,0.08333333333333333,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.1,0.0,0.0,8.0,8.0,13.0,5.25,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,12,5,1.0,1.0,1.0,8,10,5,0.8,0.8333333333333334,1.0,4,5,3,0.4,0.4166666666666667,0.6,1,1,1,0.1,0.08333333333333333,0.2,2.0,0.1,0.0,0.0,0.0,0.2,0.2,0.1,3.0,3.0,4.0,8.25,16.666666666666668,5.25,0.3890591813122324,0.3756441223832528,-1.3415058928979595,0.16310397445641414,0.15767441852728176,-0.5429555929132385,0.1555144959979287,0.17065424430641823,1.5139748308489547,@ @ @
2026,1966,LeBron James,2025-12-25,LAL,HOU,H,13,13,0,6.846153846153846,2,3,1,0.2,0.23076923076923078,0.2,0,1,0,0.0,0.07692307692307693,0.0,0,0,0,0.0,0.0,0.0,10,13,5,1.0,1.0,1.0,8,11,4,0.8,0.8461538461538461,0.8,6,9,2,0.6,0.6923076923076923,0.4,3,5,1,0.3,0.38461538461538464,0.2,3.5,0.0,0.1,0.0,0.0,0.2,0.1,0.1,3.0,3.0,3.0,10,13,5,5.0,32.0,18.0,2.0,Normal,Normal,MED,0.3692307692307679,0.0,-0.2307692307692335,0.76923076923077,0.0,5.969230769230769,0.4892307692307685,0.0,1.6292307692307673,33.6,33.23076923076923,33.0,10,13,5,1.0,1.0,1.0,9,12,4,0.9,0.9230769230769231,0.8,9,12,4,0.9,0.9230769230769231,0.8,8,10,4,0.8,0.7692307692307693,0.8,26.0,26.0,26.0,20.23076923076923,9,12,5,0.9,0.9230769230769231,1.0,7,9,5,0.7,0.6923076923076923,1.0,5,6,4,0.5,0.46153846153846156,0.8,4,5,3,0.4,0.38461538461538464,0.6,1,1,1,0.1,0.07692307692307693,0.2,1,1,1,0.1,0.07692307692307693,0.2,13.25,0.0,0.0,0.1,0.0,0.1,0.0,8.0,8.0,18.0,5.076923076923077,1,1,0,0.1,0.07692307692307693,0.0,1,1,0,0.1,0.07692307692307693,0.0,1,1,0,0.1,0.07692307692307693,0.0,9,12,5,0.9,0.9230769230769231,1.0,6,8,2,0.6,0.6153846153846154,0.4,4,6,1,0.4,0.46153846153846156,0.2,1,1,0,0.1,0.07692307692307693,0.0,4.5,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,2.0,6.846153846153846,20.23076923076923,5.076923076923077,0.40869509531716885,0.4935897435897435,8.489464827257464,0.2885497213660733,0.4398918159466104,15.13420945805371,0.23109005254754245,0.2668170426065163,3.572699005897384,vs @ @
2026,3908809,Donovan Mitchell,2025-12-25,CLE,NY,A,30,29,1,5.413793103448276,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,9,17,5,0.9,0.85,1.0,4,10,2,0.4,0.5,0.4,1,4,0,0.1,0.2,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.3,0.1,3.0,2.0,4.0,10,20,5,6.0,33.0,34.0,7.0,Normal,Normal,Normal,-0.5344827586206904,0.4655172413793096,-1.434482758620689,1.4103448275862078,0.010344827586205696,-2.6896551724137936,0.0489655172413791,0.32896551724137846,-1.8110344827586204,33.5,34.5,32.6,10,20,5,1.0,1.0,1.0,10,20,5,1.0,1.0,1.0,9,19,4,0.9,0.95,0.8,8,18,3,0.8,0.9,0.6,29.0,29.0,29.0,30.689655172413794,10,20,5,1.0,1.0,1.0,10,20,5,1.0,1.0,1.0,9,17,4,0.9,0.85,0.8,9,16,4,0.9,0.8,0.8,6,12,3,0.6,0.6,0.6,2,5,0,0.2,0.25,0.0,5.5,0.0,0.0,0.0,0.0,0.1,0.1,17.0,17.0,17.0,4.586206896551724,0,1,0,0.0,0.05,0.0,0,1,0,0.0,0.05,0.0,0,1,0,0.0,0.05,0.0,9,18,4,0.9,0.9,0.8,7,14,3,0.7,0.7,0.6,2,7,1,0.2,0.35,0.2,1,4,0,0.1,0.2,0.0,2.25,0.1,0.0,0.0,0.1,0.0,0.1,0.1,1.0,1.0,1.0,5.413793103448276,30.689655172413794,4.586206896551724,0.4056939506571859,0.3230812324929972,-8.26127181641887,0.5038502828815379,0.45380818951847424,-5.004209336306364,0.2730780113300809,0.2440952380952381,-2.898277323484283,@ vs vs
2026,2991070,Jerami Grant,2025-12-18,POR,SAC,H,30,26,4,2.6538461538461537,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,18,4,0.9,0.9,0.8,4,9,2,0.4,0.45,0.4,1,1,0,0.1,0.05,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,1.0,1.0,1.0,10,20,5,5.0,40.0,20.0,9.0,MED,Normal,HIGH,3.1153846153846168,0.6153846153846168,3.8153846153846196,2.2384615384615394,-0.2115384615384599,4.238461538461539,2.852307692307693,0.3673076923076937,3.942307692307695,33.5,31.0,34.2,10,18,5,1.0,0.9,1.0,10,17,5,1.0,0.85,1.0,10,16,5,1.0,0.8,1.0,8,11,4,0.8,0.55,0.8,31.0,7.0,31.0,19.96153846153846,10,18,5,1.0,0.9,1.0,9,16,5,0.9,0.8,1.0,5,9,4,0.5,0.45,0.8,3,5,2,0.3,0.25,0.4,2,3,1,0.2,0.15,0.2,2,2,1,0.2,0.1,0.2,10.5,0.0,0.0,0.1,0.0,0.1,0.0,13.0,2.0,16.0,4.038461538461538,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,19,5,1.0,0.95,1.0,8,12,4,0.8,0.6,0.8,3,4,3,0.3,0.2,0.6,1,2,1,0.1,0.1,0.2,1.75,0.1,0.0,0.0,0.0,0.2,0.2,0.1,3.0,1.0,3.0,2.6538461538461537,19.96153846153846,4.038461538461538,0.17040326580448065,0.16740988480118915,-0.29933810032914954,0.22609374218791062,0.27141489084670495,4.532114865879433,0.14775638102449662,0.24975547328488507,10.199909226038844,vs vs @
2026,3149673,Pascal Siakam,2025-12-23,IND,MIL,H,30,29,1,3.896551724137931,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,17,5,0.9,0.85,1.0,4,8,2,0.4,0.4,0.4,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,1.0,1.0,2.0,10,20,5,2.0,33.0,15.0,9.0,Normal,Normal,Normal,-0.8379310344827644,-0.5879310344827644,-0.5379310344827601,-0.8172413793103459,-0.3672413793103466,-3.7172413793103445,-0.8317241379310387,-0.521724137931039,-1.4917241379310355,33.3,33.55,33.6,10,20,5,1.0,1.0,1.0,10,19,5,1.0,0.95,1.0,9,18,4,0.9,0.9,0.8,6,13,3,0.6,0.65,0.6,29.0,26.0,29.0,23.517241379310345,10,20,5,1.0,1.0,1.0,9,18,4,0.9,0.9,0.8,8,16,3,0.8,0.8,0.6,4,8,2,0.4,0.4,0.4,1,2,0,0.1,0.1,0.0,1,1,0,0.1,0.05,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,6.793103448275862,1,2,0,0.1,0.1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,9,19,5,0.9,0.95,1.0,5,10,3,0.5,0.5,0.6,2,6,1,0.2,0.3,0.2,1.75,0.1,0.0,0.0,0.0,0.1,0.3,0.1,3.0,3.0,4.0,3.896551724137931,23.517241379310345,6.793103448275862,0.1907662184306921,0.2325,4.173378156930791,0.3546712624167173,0.3471442597367925,-0.7527002679924788,0.3944804608446249,0.3402310924369748,-5.42493684076501,vs @ @
2026,2490149,CJ McCollum,2025-12-23,WSH,CHA,A,28,28,0,3.5357142857142856,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,20,5,1.0,1.0,1.0,6,9,3,0.6,0.45,0.6,2,2,1,0.2,0.1,0.2,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.3,0.1,0.0,2.0,2.0,2.0,10,20,5,4.0,33.0,14.0,6.0,MED,MED,MED,2.335714285714282,1.4857142857142875,2.835714285714282,1.457142857142859,2.807142857142857,-1.442857142857143,2.072142857142855,1.8821428571428582,1.5521428571428544,33.3,32.45,33.8,10,20,5,1.0,1.0,1.0,9,17,5,0.9,0.85,1.0,8,14,4,0.8,0.7,0.8,7,11,4,0.7,0.55,0.8,24.0,24.0,29.0,18.642857142857142,10,20,5,1.0,1.0,1.0,7,14,3,0.7,0.7,0.6,5,10,1,0.5,0.5,0.2,4,8,1,0.4,0.4,0.2,0,2,0,0.0,0.1,0.0,0,2,0,0.0,0.1,0.0,13.5,0.0,0.1,0.0,0.0,0.0,0.0,10.0,10.0,11.0,3.392857142857143,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,18,5,0.9,0.9,1.0,6,10,4,0.6,0.5,0.8,2,4,2,0.2,0.2,0.4,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,3.0,3.5357142857142856,18.642857142857142,3.392857142857143,0.7006401931401932,0.47160839160839163,-22.90318015318016,0.7040173035386426,0.5558630819725272,-14.815422156611536,0.5519319167925094,0.44949329846355013,-10.243861832895929,@ vs @
2026,4871145,Josh Giddey,2025-12-23,CHI,ATL,A,28,27,1,9.148148148148149,5,9,3,0.5,0.45,0.6,2,5,2,0.2,0.25,0.4,1,2,1,0.1,0.1,0.2,10,20,5,1.0,1.0,1.0,10,20,5,1.0,1.0,1.0,8,18,4,0.8,0.9,0.8,5,11,3,0.5,0.55,0.6,5.0,0.0,0.3,0.0,0.0,0.0,0.2,0.1,5.0,5.0,5.0,10,20,5,15.0,36.0,19.0,11.0,Normal,Normal,Normal,-0.5555555555555571,-0.15555555555555856,-2.355555555555558,-0.8370370370370388,-1.0870370370370388,-2.2370370370370374,-0.6400000000000016,-0.4350000000000026,-2.3200000000000016,33.0,33.4,31.2,10,20,5,1.0,1.0,1.0,9,19,4,0.9,0.95,0.8,9,19,4,0.9,0.95,0.8,8,15,3,0.8,0.75,0.6,24.0,24.0,24.0,20.037037037037038,9,18,5,0.9,0.9,1.0,8,17,4,0.8,0.85,0.8,4,8,1,0.4,0.4,0.2,2,4,0,0.2,0.2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.5,0.1,0.0,0.2,0.0,0.0,0.0,9.0,9.0,11.0,9.296296296296296,3,9,2,0.3,0.45,0.4,0,3,0,0.0,0.15,0.0,0,1,0,0.0,0.05,0.0,10,20,5,1.0,1.0,1.0,9,19,5,0.9,0.95,1.0,9,18,5,0.9,0.9,1.0,5,12,3,0.5,0.6,0.6,3.5,0.2,0.3,0.0,0.0,0.1,0.0,0.3,3.0,3.0,6.0,9.148148148148149,20.037037037037038,9.296296296296296,0.4693086072389745,0.4582493667323389,-1.1059240506635593,0.2683789999831007,0.22671425003671705,-4.166474994638366,0.3551881566526914,0.357562016930438,0.2373860277746609,@ @ @
2026,4278078,P.J. Washington,2025-12-25,DAL,GS,A,28,26,2,2.0384615384615383,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5,10,3,0.5,0.5,0.6,1,3,0,0.1,0.15,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,10,20,5,2.0,34.0,14.0,10.0,Normal,Normal,Normal,1.1153846153846168,-0.5846153846153825,1.7153846153846182,0.9846153846153864,0.5846153846153843,-0.615384615384615,1.0761538461538476,-0.23384615384615245,1.0161538461538482,33.0,31.3,33.6,10,18,5,1.0,0.9,1.0,9,15,5,0.9,0.75,1.0,8,14,4,0.8,0.7,0.8,7,13,3,0.7,0.65,0.6,25.0,5.0,28.0,15.615384615384615,9,17,4,0.9,0.85,0.8,5,10,2,0.5,0.5,0.4,3,6,1,0.3,0.3,0.2,2,3,1,0.2,0.15,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.2,0.0,0.0,0.0,0.0,8.0,6.0,8.0,7.961538461538462,2,5,2,0.2,0.25,0.4,1,2,1,0.1,0.1,0.2,1,1,1,0.1,0.05,0.2,10,19,5,1.0,0.95,1.0,10,19,5,1.0,0.95,1.0,9,18,5,0.9,0.9,1.0,7,12,4,0.7,0.6,0.8,1.5,0.1,0.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,7.0,2.0384615384615383,15.615384615384615,7.961538461538462,0.3103845664139781,0.18095238095238092,-12.943218546159718,0.4382803744989195,0.2639813131517124,-17.429906134720706,0.48261749392513903,0.39462994403571655,-8.798754988942248,@ @ @
2026,3062679,Josh Hart,2025-12-25,NY,CLE,H,29,29,0,5.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,19,5,0.9,0.95,1.0,7,15,3,0.7,0.75,0.6,5,11,2,0.5,0.55,0.4,2,4,1,0.2,0.2,0.2,2.75,0.0,0.0,0.0,0.1,0.2,0.1,0.0,1.0,1.0,3.0,10,20,5,3.0,26.0,15.0,5.0,MED,MED,Normal,2.758620689655171,2.6586206896551694,2.558620689655168,0.6931034482758616,1.7931034482758612,-1.0068965517241395,2.138965517241378,2.398965517241377,1.4889655172413758,33.0,32.9,32.8,10,19,5,1.0,0.95,1.0,9,18,4,0.9,0.9,0.8,7,15,3,0.7,0.75,0.6,6,13,3,0.6,0.65,0.6,26.0,18.0,26.0,12.206896551724139,8,17,4,0.8,0.85,0.8,4,9,1,0.4,0.45,0.2,1,3,0,0.1,0.15,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,8.03448275862069,4,9,3,0.4,0.45,0.6,2,5,1,0.2,0.25,0.2,1,2,1,0.1,0.1,0.2,10,20,5,1.0,1.0,1.0,10,19,5,1.0,0.95,1.0,9,16,4,0.9,0.8,0.8,6,12,4,0.6,0.6,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,3.0,5.0,5.0,12.206896551724139,8.03448275862069,0.32482614627225276,0.3506349206349206,2.580877436266782,0.1697425125399936,0.1363856085871011,-3.335690395289248,0.30696108200853206,0.3210280125848148,1.4066930576282721,vs @ vs
2026,3975,Stephen Curry,2025-12-25,GS,DAL,H,22,22,0,4.2727272727272725,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,19,5,1.0,0.95,1.0,8,11,4,0.8,0.55,0.8,4,5,3,0.4,0.25,0.6,1,2,0,0.1,0.1,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,2.0,0.0,2.0,10,20,5,4.0,33.0,23.0,3.0,Normal,Normal,Normal,1.2181818181818151,-0.28181818181818485,1.7181818181818151,1.1909090909090914,-0.40909090909091006,-0.40909090909091006,1.209999999999998,-0.3200000000000024,1.0799999999999974,32.9,31.4,33.4,10,19,5,1.0,0.95,1.0,10,17,5,1.0,0.85,1.0,9,14,5,0.9,0.7,1.0,8,12,4,0.8,0.6,0.8,29.0,20.0,31.0,28.40909090909091,10,19,5,1.0,0.95,1.0,9,17,5,0.9,0.85,1.0,8,14,4,0.8,0.7,0.8,7,12,3,0.7,0.6,0.6,5,8,1,0.5,0.4,0.2,3,6,1,0.3,0.3,0.2,13.25,0.0,0.1,0.0,0.0,0.0,0.1,14.0,9.0,15.0,4.181818181818182,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,18,5,1.0,0.9,1.0,5,12,2,0.5,0.6,0.4,3,5,2,0.3,0.25,0.4,2,2,2,0.2,0.1,0.4,2.75,0.1,0.0,0.0,0.0,0.4,0.1,0.0,2.0,0.0,3.0,4.2727272727272725,28.40909090909091,4.181818181818182,0.3046102787821054,0.42179487179487174,11.718459301276635,0.5035397338742132,0.47532890809951384,-2.821082577469941,0.2854413560295913,0.3576384399913812,7.219708396178986,vs vs vs
2026,2595516,Norman Powell,2025-12-23,MIA,TOR,H,30,25,5,2.64,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,17,5,0.9,0.85,1.0,3,4,2,0.3,0.2,0.4,1,1,1,0.1,0.05,0.2,0,0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.4,0.0,0.0,1.0,0.0,2.0,10,20,5,6.0,35.0,17.0,6.0,Normal,Normal,Normal,1.4599999999999973,0.259999999999998,2.7600000000000016,-1.1199999999999974,0.13000000000000256,-3.5199999999999996,0.6859999999999988,0.22099999999999936,0.8760000000000012,32.9,31.7,34.2,10,20,5,1.0,1.0,1.0,9,17,5,0.9,0.85,1.0,9,14,5,0.9,0.7,1.0,9,13,5,0.9,0.65,1.0,27.0,25.0,33.0,23.72,10,20,5,1.0,1.0,1.0,10,19,5,1.0,0.95,1.0,7,14,3,0.7,0.7,0.6,3,9,0,0.3,0.45,0.0,1,4,0,0.1,0.2,0.0,0,1,0,0.0,0.05,0.0,8.5,0.0,0.0,0.0,0.1,0.0,0.0,17.0,11.0,17.0,3.88,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,19,5,1.0,0.95,1.0,5,10,4,0.5,0.5,0.8,2,3,1,0.2,0.15,0.2,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.3,0.1,0.1,2.0,1.0,3.0,2.64,23.72,3.88,0.2180148731986967,0.31227106227106227,9.425618907236558,0.29853309752644186,0.2667610480607148,-3.1772049465727035,0.108646956445095,0.12334965779733223,1.4702701352237224,vs @ @
2026,4432158,Evan Mobley,2025-12-25,CLE,NY,A,26,26,0,4.076923076923077,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,18,4,0.9,0.9,0.8,7,13,3,0.7,0.65,0.6,2,3,1,0.2,0.15,0.2,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.1,0.1,0.3,0.1,1.0,0.0,1.0,10,20,5,3.0,25.0,14.0,9.0,Normal,Normal,Normal,-0.9461538461538481,-0.04615384615384954,-1.2461538461538453,-0.18461538461538396,-0.38461538461538325,0.11538461538461675,-0.7176923076923087,-0.14769230769230965,-0.8376923076923066,32.9,33.8,32.6,10,20,5,1.0,1.0,1.0,9,19,4,0.9,0.95,0.8,8,17,4,0.8,0.85,0.8,7,16,4,0.7,0.8,0.8,25.0,25.0,25.0,18.884615384615383,10,19,5,1.0,0.95,1.0,7,14,4,0.7,0.7,0.8,4,9,2,0.4,0.45,0.4,1,1,0,0.1,0.05,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.2,0.0,0.0,0.0,0.0,13.0,7.0,14.0,9.26923076923077,7,11,4,0.7,0.55,0.8,3,5,1,0.3,0.25,0.2,2,2,0,0.2,0.1,0.0,10,20,5,1.0,1.0,1.0,10,20,5,1.0,1.0,1.0,8,17,5,0.8,0.85,1.0,8,15,5,0.8,0.75,1.0,3.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,5.0,5.0,9.0,4.076923076923077,18.884615384615383,9.26923076923077,0.28470151172357056,0.27692307692307694,-0.7778434800493617,0.29329241900120906,0.2950178305344126,0.1725411533203547,0.5004431053546791,0.591576883384933,9.11337780302539,@ @ vs
2026,4066261,Bam Adebayo,2025-12-23,MIA,TOR,H,24,24,0,2.4166666666666665,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,13,3,0.7,0.65,0.6,1,4,1,0.1,0.2,0.2,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,10,20,5,3.0,34.0,9.0,12.0,Normal,Normal,Normal,1.5666666666666664,-0.23333333333333073,2.2666666666666693,-1.2583333333333329,-0.6083333333333307,-4.558333333333332,0.7191666666666666,-0.3458333333333307,0.21916666666666895,32.9,31.1,33.6,10,19,5,1.0,0.95,1.0,9,18,5,0.9,0.9,1.0,8,13,5,0.8,0.65,1.0,7,11,4,0.7,0.55,0.8,25.0,8.0,31.0,17.958333333333332,7,16,3,0.7,0.8,0.6,6,15,2,0.6,0.75,0.4,4,7,1,0.4,0.35,0.2,1,3,0,0.1,0.15,0.0,0,1,0,0.0,0.05,0.0,0,0,0,0.0,0.0,0.0,10.5,0.2,0.1,0.1,0.1,0.0,0.0,8.0,2.0,8.0,9.5,6,11,4,0.6,0.55,0.8,4,5,2,0.4,0.25,0.4,3,3,1,0.3,0.15,0.2,10,19,5,1.0,0.95,1.0,10,19,5,1.0,0.95,1.0,10,19,5,1.0,0.95,1.0,8,14,5,0.8,0.7,1.0,5.25,0.1,0.0,0.0,0.0,0.0,0.0,0.2,7.0,1.0,9.0,2.4166666666666665,17.958333333333332,9.5,0.19225479993862343,0.1695970695970696,-2.265773034155383,0.21819623447320852,0.18138757479952045,-3.680865967368807,0.2884784349301044,0.32077397164606464,3.229553671596025,vs @ @
